Episode #,Date,Title,Description,Link,Notes
42,"Nov 15, 1996",Get Over It!,Three stories of people trying to forget the past and move on.,http://www.thisamericanlife.org/radio-archives/episode/42/get-over-it,
41,"Nov 8, 1996",Politics,More stories of the election you can't hear anywhere else.,http://www.thisamericanlife.org/radio-archives/episode/41/politics,
40,"Nov 1, 1996",Lessons,Stories from acclaimed storyteller Spalding Gray and others.,http://www.thisamericanlife.org/radio-archives/episode/40/lessons,
39,"Oct 25, 1996",Halloween,"This week: A show for Halloween. Stories of things that are supposed to be scary, but aren't.",http://www.thisamericanlife.org/radio-archives/episode/39/halloween,
38,"Oct 11, 1996",Simulated Worlds,"Simulated worlds, Civil war reenactments, wax museums, simulated coal mines, fake ethnic restaurants, an ersatz Medieval castle and other re-created worlds that thrive all across America. (4 minutes)",http://www.thisamericanlife.org/radio-archives/episode/38/simulated-worlds,
37,"Sep 27, 1996",The Job That Takes Over Your Life,"Radio producer Scott Carrier quit his job at a low moment in his life. His wife left him and took the kids. And he got a job interviewing schizophrenics for some medical researchers. After doing it a while, he began to wonder if he was a schizophrenic himself. And more stories.",http://www.thisamericanlife.org/radio-archives/episode/37/the-job-that-takes-over-your-life,
36,"Sep 20, 1996",Letters,"Host Ira Glass and playwright David Hauptschein took out advertisements in Chicago inviting people to come to a small theater with letters they've received, sent or found.",http://www.thisamericanlife.org/radio-archives/episode/36/letters,
35,"Sep 6, 1996",Fall Clearance Sale,"Evocative, funny, emotional stories collected over the last few months that haven't fit into any of our regular ""theme"" shows.",http://www.thisamericanlife.org/radio-archives/episode/35/fall-clearance-sale,
34,"Aug 30, 1996",Democratic Convention,"Unusual stories from the 1996 Democratic Convention in Chicago, with scenes and moments not documented elsewhere.",http://www.thisamericanlife.org/radio-archives/episode/34/democratic-convention,
33,"Aug 23, 1996",A Night at the Wiener Circle,"Host Ira Glass spent a Saturday night ? from 9:00 p.m. until dawn the next morning ? at one of the most frenetic, joyous, efficient, angry, boisterous hot dog stands in the nation: Chicago's own Wiener Circle.",http://www.thisamericanlife.org/radio-archives/episode/33/a-night-at-the-wiener-circle,
32,"Aug 16, 1996",Republican Convention,Unusual stories about day-to-day life at the Republican Convention.,http://www.thisamericanlife.org/radio-archives/episode/32/republican-convention,
31,"Aug 9, 1996",When You Talk About Music,Stories of people whose lives are transformed by music.,http://www.thisamericanlife.org/radio-archives/episode/31/when-you-talk-about-music,
30,"Jul 26, 1996",Obsession,Stories of obsession and compulsion. What happens when a little idea starts to control you. Co-hosted by Paul Tough.,http://www.thisamericanlife.org/radio-archives/episode/30/obsession,
29,"Jul 19, 1996",Bob Dole,Unusual perspectives on the presumptive Republican nominee.,http://www.thisamericanlife.org/radio-archives/episode/29/bob-dole,
28,"Jul 12, 1996",Detectives,"Writer David Sedaris recalls the days when his mother and sister played armchair detective ? until a very odd crime wave hit within their own home. Plus, host Ira Glass goes out on surveillance with a real-life private eye.",http://www.thisamericanlife.org/radio-archives/episode/28/detectives,
27,"Jun 21, 1996",The Cruelty of Children,"Stories about kids being mean to each other... including a mysterious handbook for bullies, a surprising experiment conducted by a teacher who wants to make kids be nice, and a story of youthful backstabbing told by David Sedaris.",http://www.thisamericanlife.org/radio-archives/episode/27/the-cruelty-of-children,
26,"Jun 14, 1996",Father's Day '96,Ira's own father Barry Glass co-hosts this special father's day edition of the show.,http://www.thisamericanlife.org/radio-archives/episode/26/fathers-day-96,
25,"Jun 7, 1996",Basketball,"A set of documentary stories, radio essays and monologues about basketball, the Chicago Bulls, and their grip on Chicagoans' hearts and lives during the NBA Playoffs.",http://www.thisamericanlife.org/radio-archives/episode/25/basketball,
24,"May 24, 1996",Teenaged Girls,Stories of girls who have to figure out how they're going to act when the ground rules are constantly shifting.,http://www.thisamericanlife.org/radio-archives/episode/24/teenaged-girls,
23,"May 10, 1996",Drama Bug,Stories of the people who fall for a life in the theater.,http://www.thisamericanlife.org/radio-archives/episode/23/drama-bug,
22,"May 3, 1996",Adult Children,"Stories of the difficult relationships between parents and their grown children, including two long stories from Sandra Tsing Loh about her father.",http://www.thisamericanlife.org/radio-archives/episode/22/adult-children,
21,"Apr 26, 1996",Factions,"A show about something most people have gone through. Friends get together to start a business, start a church, do political action together. And after a while, they start fighting and split up. We hear three true stories.",http://www.thisamericanlife.org/radio-archives/episode/21/factions,
20,"Apr 19, 1996",From A Distance,"Stories of hero worship, of people admiring someone from afar, and trying to get closer to them.",http://www.thisamericanlife.org/radio-archives/episode/20/from-a-distance,
19,"Apr 12, 1996",Rich Guys,"Men who had comfortable, decent lives, yet decided to do something wild and eccentric with their lives instead.",http://www.thisamericanlife.org/radio-archives/episode/19/rich-guys,
18,"Mar 28, 1996",Liars,"April first is the one day of the year when we're allowed to enjoy deceiving others. But April Fools' Day is for amateur deceivers. The real pros are the people who can't control their lying, who lie without even knowing what the truth is.",http://www.thisamericanlife.org/radio-archives/episode/18/liars,
17,"Mar 21, 1996",Name Change / No Theme,Our first show as This American Life.,http://www.thisamericanlife.org/radio-archives/episode/17/name-change-no-theme,
16,"Mar 14, 1996",Economy,"Stories of politics, the economy, and the big picture.",http://www.thisamericanlife.org/radio-archives/episode/16/economy,
15,"Feb 28, 1996",Dawn,"Writer Jack Hitt goes on a search for a mysterious neighbor from his childhood in Charleston, South Carolina, and stumbles onto an epic story of the Old South, the New South, gender confusion, Chihuahuas, and changing values in American journalism.",http://www.thisamericanlife.org/radio-archives/episode/15/dawn,
14,"Feb 21, 1996",Accidental Documentaries,"What unites these stories on the surface is that they're all made from old tapes, recordings found in attics and thrift stores. What unites them under that surface ? and not far under it ? is that they all end up being stories about fathers and the legacies that fathers leave their children.",http://www.thisamericanlife.org/radio-archives/episode/14/accidental-documentaries,
13,"Feb 7, 1996",Love,Explorations of the dream of true love ... and the difficulties with achieving and maintaining that dream.,http://www.thisamericanlife.org/radio-archives/episode/13/love,
12,"Jan 31, 1996",Animals,"Stories about the animalness of animals, the irreducible ways in which they are not human.",http://www.thisamericanlife.org/radio-archives/episode/12/animals,
11,"Jan 24, 1996",Enemies,A story of a friendship between two adolescent boys that was destroyed through the manipulative acts of one of them.,http://www.thisamericanlife.org/radio-archives/episode/11/enemies,
10,"Jan 17, 1996",Double Lives,"People living their lives, just like the rest of us. Plus an extra life.",http://www.thisamericanlife.org/radio-archives/episode/10/double-lives,
9,"Jan 10, 1996",Julia Sweeney,"When comedienne Julia Sweeney and her brother both got cancer, she decided to tell the story the best way she knew how: in a comedy club. It might seem like a strange choice, but what resulted is halfway between standup comedy and true-life diary entries.",http://www.thisamericanlife.org/radio-archives/episode/9/julia-sweeney,
8,"Jan 3, 1996",New Year,Stories that reflect back on 1995.,http://www.thisamericanlife.org/radio-archives/episode/8/new-year,
7,"Dec 29, 1995",Quitting,Stories of people who quit everything in their lives that they hated?and what happened to them afterwards.,http://www.thisamericanlife.org/radio-archives/episode/7/quitting,
6,"Dec 22, 1995",Christmas,##not-found##,http://www.thisamericanlife.org/radio-archives/episode/6/christmas,
5,"Dec 15, 1995",Anger and Forgiveness,"Stories that reveal the societal ""trend"" toward anger and away from genuine forgiveness.",http://www.thisamericanlife.org/radio-archives/episode/5/anger-and-forgiveness,
4,"Dec 8, 1995",Vacations,Stories about vacations gone awry?or perhaps vacations that never should have happened.,http://www.thisamericanlife.org/radio-archives/episode/4/vacations,
3,"Dec 1, 1995",Poultry Slam 1995,"Stories decrying the wonders of turkeys, chickens, and other fowl.",http://www.thisamericanlife.org/radio-archives/episode/3/poultry-slam-1995,
2,"Nov 24, 1995",Small Scale Sin,Small-scale stories on the nature of small-scale sin.,http://www.thisamericanlife.org/radio-archives/episode/2/small-scale-sin,
1,"Nov 17, 1995",New Beginnings,Our program's very first broadcast.,http://www.thisamericanlife.org/radio-archives/episode/1/new-beginnings,
